0.05, 0.816,0,0.39585,1.3462,0.1274,0.3344,,0.0585,-0.0045,0.0045,-0.1125,0,0
0.1, 0.8925,-0.01095,-0.2436,1.113,0.2254,-0.13585,,0.0765,-0.0045,-0.0045,-0.09,0,-0.0045
0.15, 0.6885,-0.01095,-0.4872,1.325,0.3626,-0.17765,,0.054,-0.0045,-0.009,-0.099,0,-0.0045
0.2, 0.5695,0.01095,-0.29435,1.1766,0.3038,-0.03135,,0.036,-0.0045,-0.0045,-0.081,0,-0.0045
0.25, 0.5015,0.09855,-0.23345,1.0282,0.1666,-0.24035,,0.027,0,-0.009,-0.054,0,0
0.3, 0.5355,0.6132,-0.01015,0.9222,0.539,-0.17765,,0.018,-0.027,0,-0.0405,0,0
0.35, 0.4675,1.10595,-0.01015,0.7738,1.1662,-0.09405,,0.0225,-0.081,0,-0.0405,0.099,-0.0045
0.4, 0.4675,1.06215,-0.01015,0.8374,1.029,-0.09405,,0.0135,-0.0765,0,-0.0315,0.081,-0.0045
0.45, 0.3485,1.14975,0.07105,0.6042,1.0094,-0.01045,,0.0135,-0.0855,0,-0.0225,0.0855,-0.0045
0.5, 0.3485,1.06215,0.15225,0.5194,0.8722,0.07315,,0.0135,-0.0765,0,-0.009,0.0585,-0.0045
0.55, 0.3485,1.06215,0.23345,-0.3074,0.7938,0.21945,,0.0045,-0.0765,0,0,0.0495,-0.0045
0.6, 0.272,1.12785,0.23345,-0.3286,0.7742,0.07315,,0,-0.0765,0,0,0.0315,-0.0045
0.65, 0.1275,0.88695,0.45675,-0.2438,0.6958,0.47025,,0,-0.045,0,0,0.0315,-0.0045
0.7, -0.0085,0.79935,0.39585,-0.0954,0.5586,1.254,,0,-0.045,0,-0.0045,0.0225,-0.0765
0.75, -0.0085,0.79935,0.9744,-0.2438,0.4606,1.09725,,0,-0.045,0.0675,-0.0045,0.009,-0.0855
0.8, 0.0595,0.62415,1.3804,-0.2438,0.4606,1.09725,,0,-0.027,0.0945,0,0.0045,-0.0945
0.85, 0.1275,0.53655,0.96425,-0.159,0.4018,1.24355,,0,-0.018,0.072,-0.0045,0.009,-0.0855
0.9, 0.1275,0.44895,0.90335,0.0742,0.3822,1.09725,,0,-0.0045,0.054,-0.0045,0,-0.108
0.95, 0.3315,0,0.74095,0.0742,-0.1274,0.95095,,0,-0.0045,0.0405,-0.0045,0,-0.081
1, 0.2125,-0.2628,0.80185,0.2226,-0.0294,0.93005,,0,0,0.036,0,-0.009,-0.0495
1.05, 0.3315,-0.09855,0.57855,0.4134,-0.0882,0.78375,,0,-0.0045,0.0315,-0.0045,-0.0045,-0.045
1.1, 0.2635,-0.25185,0.41615,0.5936,-0.147,0.61655,,0,-0.0045,0.009,-0.0135,0,-0.0315
1.15, 0.4335,-0.33945,0.47705,1.4416,0.0686,0.59565,,0.0045,-0.0045,0.009,-0.099,0,-0.027
1.2, 0.884,-0.01095,0.35525,1.3462,0.0686,0.59565,,0.0765,-0.0045,0.0045,-0.1125,0,-0.027
1.25, 0.7225,-0.01095,0.41615,1.3462,0.0098,0.44935,,0.0585,-0.0045,0.009,-0.1125,0,-0.018
1.3, 0.8245,-0.16425,0.33495,1.1978,0.0882,0.3344,,0.063,-0.0045,0.0045,-0.09,0,-0.0045
1.35, 0.7565,-0.01095,-0.0812,1.113,0.1666,-0.05225,,0.045,-0.0045,0,-0.09,0,0
1.4, 0.6885,-0.07665,-0.37555,1.113,0.3038,-0.15675,,0.0495,-0.0045,-0.0045,-0.0855,0,-0.0045
1.45, 0.5015,0.07665,-0.29435,1.1766,0.441,-0.03135,,0.0315,-0.0045,-0.009,-0.081,0,0
1.5, 0.4845,0.16425,-0.15225,0.8586,0.3822,-0.17765,,0.0225,-0.0045,-0.0045,-0.054,0,0
1.55, 0.4165,0.68985,-0.15225,0.8586,0.392,-0.03135,,0.0135,-0.0135,0,-0.0405,0,-0.0045
1.6, 0.2975,1.2264,-0.07105,0.6254,1.3034,-0.09405,,0.0135,-0.0945,0,-0.0315,0.1035,-0.0045
1.65, 0.3995,1.06215,-0.07105,0.689,1.029,0.05225,,0.009,-0.081,0,-0.0225,0.081,-0.0045
1.7, 0.2805,1.21545,0.01015,0.5194,0.9506,-0.01045,,0.0045,-0.09,0,-0.018,0.072,-0.0045
1.75, 0.2125,1.14975,0.23345,-0.424,0.9506,-0.07315,,0.0045,-0.09,0,-0.0045,0.072,-0.0045
1.8, 0.136,1.06215,0.23345,-0.3286,0.735,0.07315,,0,-0.0765,0,0,0.0585,-0.0045
1.85, 0.068,0.97455,0.31465,-0.3286,0.7154,0.07315,,0,-0.0675,0,0,0.0315,-0.0045
1.9, 0.1445,0.88695,0.33495,-0.1802,0.4998,0.07315,,0,-0.045,0,0,0.0315,-0.0045
1.95, -0.0085,0.79935,0.53795,-0.2438,0.5586,1.1704,,0,-0.0405,0,0,0.0225,-0.072
2, -0.1275,0.79935,0.9744,-0.0954,0.4606,1.24355,,0,-0.0405,0.0675,-0.0045,0.0135,-0.0675
2.05, 0.0595,0.62415,1.18755,-0.2438,0.3822,0.95095,,0,-0.0225,0.09,0,0.009,-0.0765
2.1, 0.1785,0.68985,0.96425,-0.0954,0.4018,1.15995,,0,-0.018,0.072,-0.0045,0.009,-0.0945
2.15, 0.1785,0.38325,0.90335,0.0742,0.3234,1.09725,,0,-0.018,0.0585,-0.0045,0.009,-0.0945
2.2, 0.2635,0,0.82215,0.1378,0.0098,0.86735,,0,-0.0045,0.0405,-0.0045,0,-0.0675
2.25, 0.2125,-0.2628,0.74095,0.0742,-0.1666,0.86735,,0,0,0.036,-0.0045,-0.0045,-0.054
2.3, 0.2635,-0.09855,0.57855,0.2438,-0.2254,0.78375,,0,-0.0045,0.0315,0,-0.0045,-0.054
2.35, 0.2125,-0.25185,0.55825,0.424,-0.0098,0.74195,,0,-0.0045,0.009,-0.0045,0,-0.036
2.4, 0.4505,-0.18615,0.41615,1.3568,-0.0098,0.67925,,0,0,0.0045,-0.099,0,-0.027
