0:0.285766:0.286219:0.0847927:0.392542:0.392858:0.0846302
1:0.117206:0.421588:0.221196:0.238145:0.426874:0.106257
1:0.117206:0.421588:0.221196:0.238145:0.426874:0.106257
1:0.117206:0.421588:0.221196:0.238145:0.426874:0.106257
1:0.117206:0.421588:0.221196:0.238145:0.426874:0.106257
1:0.117206:0.421588:0.221196:0.238145:0.426874:0.106257
2:0.0793385:0.401952:0.38176:0.0922554:0.302917:0.268535
2:0.0793385:0.401952:0.38176:0.0922554:0.302917:0.268535
2:0.0793385:0.401952:0.38176:0.0922554:0.302917:0.268535
2:0.0793385:0.401952:0.38176:0.0922554:0.302917:0.268535
2:0.0793385:0.401952:0.38176:0.0922554:0.302917:0.268535
2:0.0793385:0.401952:0.38176:0.0922554:0.302917:0.268535
3:0.204346:0.255122:0.430681:0.0965218:0.129363:0.414785
3:0.204346:0.255122:0.430681:0.0965218:0.129363:0.414785
3:0.204346:0.255122:0.430681:0.0965218:0.129363:0.414785
3:0.204346:0.255122:0.430681:0.0965218:0.129363:0.414785
3:0.204346:0.255122:0.430681:0.0965218:0.129363:0.414785
4:0.370094:0.100815:0.319971:0.25071:0.0749006:0.410786
4:0.370094:0.100815:0.319971:0.25071:0.0749006:0.410786
4:0.370094:0.100815:0.319971:0.25071:0.0749006:0.410786
4:0.370094:0.100815:0.319971:0.25071:0.0749006:0.410786
4:0.370094:0.100815:0.319971:0.25071:0.0749006:0.410786
5:0.4332:0.088149:0.142506:0.406805:0.187872:0.271935
5:0.4332:0.088149:0.142506:0.406805:0.187872:0.271935
5:0.4332:0.088149:0.142506:0.406805:0.187872:0.271935
5:0.4332:0.088149:0.142506:0.406805:0.187872:0.271935
5:0.4332:0.088149:0.142506:0.406805:0.187872:0.271935
6:0.335917:0.233104:0.0723259:0.417947:0.357344:0.110858
6:0.335917:0.233104:0.0723259:0.417947:0.357344:0.110858
6:0.335917:0.233104:0.0723259:0.417947:0.357344:0.110858
6:0.335917:0.233104:0.0723259:0.417947:0.357344:0.110858
6:0.335917:0.233104:0.0723259:0.417947:0.357344:0.110858
7:0.156957:0.396979:0.172509:0.28823:0.433629:0.081973
7:0.156957:0.396979:0.172509:0.28823:0.433629:0.081973
7:0.156957:0.396979:0.172509:0.28823:0.433629:0.081973
7:0.156957:0.396979:0.172509:0.28823:0.433629:0.081973
7:0.156957:0.396979:0.172509:0.28823:0.433629:0.081973
7:0.156957:0.396979:0.172509:0.28823:0.433629:0.081973
8:0.0719116:0.423469:0.343391:0.1227:0.350896:0.215688
8:0.0719116:0.423469:0.343391:0.1227:0.350896:0.215688
8:0.0719116:0.423469:0.343391:0.1227:0.350896:0.215688
8:0.0719116:0.423469:0.343391:0.1227:0.350896:0.215688
8:0.0719116:0.423469:0.343391:0.1227:0.350896:0.215688
9:0.157244:0.304448:0.432701:0.0768897:0.172372:0.385715
9:0.157244:0.304448:0.432701:0.0768897:0.172372:0.385715
9:0.157244:0.304448:0.432701:0.0768897:0.172372:0.385715
9:0.157244:0.304448:0.432701:0.0768897:0.172372:0.385715
9:0.157244:0.304448:0.432701:0.0768897:0.172372:0.385715
10:0.32892:0.135203:0.365481:0.19838:0.0724295:0.428365
10:0.32892:0.135203:0.365481:0.19838:0.0724295:0.428365
10:0.32892:0.135203:0.365481:0.19838:0.0724295:0.428365
10:0.32892:0.135203:0.365481:0.19838:0.0724295:0.428365
10:0.32892:0.135203:0.365481:0.19838:0.0724295:0.428365
11:0.43074:0.0731901:0.188459:0.373551:0.142753:0.320212
11:0.43074:0.0731901:0.188459:0.373551:0.142753:0.320212
11:0.43074:0.0731901:0.188459:0.373551:0.142753:0.320212
11:0.43074:0.0731901:0.188459:0.373551:0.142753:0.320212
11:0.43074:0.0731901:0.188459:0.373551:0.142753:0.320212
12:0.378642:0.181792:0.0746319:0.431645:0.313711:0.148733
12:0.378642:0.181792:0.0746319:0.431645:0.313711:0.148733
12:0.378642:0.181792:0.0746319:0.431645:0.313711:0.148733
12:0.378642:0.181792:0.0746319:0.431645:0.313711:0.148733
12:0.378642:0.181792:0.0746319:0.431645:0.313711:0.148733
12:0.378642:0.181792:0.0746319:0.431645:0.313711:0.148733
13:0.205098:0.360036:0.129881:0.334839:0.426908:0.0717031
