0.05, 0.408,-0.876,-0.6496,-0.2438,-0.098,0.47025,,0,0.0315,-0.0585,0.0585,-0.036,-0.0045
0.1, 0.2805,-0.62415,-0.53795,-0.1908,-0.1764,-0.24035,,0,0.036,-0.045,0.0495,-0.0495,0.0405
0.15, -0.017,-0.1095,-0.23345,-0.106,-0.2254,-0.24035,,-0.0405,0.045,-0.0495,0.0495,-0.0495,0.0495
0.2, -0.085,-0.1971,-0.1827,-0.2438,0.4802,0.5016,,-0.0405,0.0405,-0.0585,0.0495,0,0
0.25, 0.272,1.4016,1.4413,1.2402,0.9604,0.90915,,0.0045,-0.135,0.153,-0.153,0.1485,-0.144
0.3, 0.8075,0.8979,0.96425,1.007,0.882,0.7733,,0.1485,-0.135,0.153,-0.1575,0.162,-0.171
0.35, 0.8075,0.9855,1.04545,1.0918,1.0094,1.05545,,0.1395,-0.1395,0.1395,-0.171,0.1575,-0.1575
0.4, 0.3995,-0.71175,-0.86275,-0.3074,-0.3038,-0.1881,,0.0405,0,-0.054,0.036,-0.0495,0.054
0.45, -0.1275,-0.25185,-0.23345,-0.3074,-0.098,-0.1881,,-0.0405,0.036,-0.045,0.045,-0.045,0.054
0.5, -0.2465,-0.25185,-0.31465,-0.2438,-0.098,-0.1881,,-0.045,0.0495,-0.0495,0.054,-0.0495,0.0585
0.55, -0.0595,1.56585,1.55295,1.219,0.9604,0.7733,,-0.0045,-0.0855,0.162,-0.171,0.1485,-0.1305
0.6, 0.9265,1.04025,0.96425,1.2402,1.0682,0.82555,,0.1485,-0.162,0.162,-0.171,0.1575,-0.1485
0.65, 0.8755,1.04025,1.04545,1.0918,0.9604,0.90915,,0.162,-0.1485,0.1395,-0.171,0.162,-0.153
0.7, 0.8585,-0.62415,-0.90335,-0.5194,-0.1764,-0.1881,,0.072,0.0045,-0.072,0.0495,-0.0495,0.063
0.75, -0.1275,-0.40515,-0.31465,-0.2438,-0.147,-0.1045,,-0.0405,0.0495,-0.045,0.045,-0.036,0.0495
0.8, -0.1955,-0.33945,-0.1827,-0.159,-0.098,-0.1881,,-0.045,0.0405,-0.063,0.054,-0.0405,0.0405
0.85, -0.1275,1.50015,1.49205,1.3674,0.9604,0.8569,,0,-0.0855,0.153,-0.162,0.144,-0.144
0.9, 0.1615,1.0512,1.34995,1.1766,0.9604,0.90915,,0.054,-0.1395,0.1665,-0.153,0.1395,-0.1575
0.95, 0.8075,0.8979,0.96425,1.007,1.0094,0.7733,,0.1485,-0.153,0.135,-0.1665,0.1665,-0.1575
1, 0.7395,-0.77745,-0.84245,-0.3074,0.294,0.5225,,0.0675,0.009,-0.054,0.0495,0,-0.0045
1.05, 0.2975,-0.876,-0.61915,-0.1908,-0.2254,-0.1881,,0,0.045,-0.045,0.054,-0.0495,0.063
1.1, -0.1955,-0.0438,-0.1827,-0.1908,-0.098,-0.38665,,-0.0495,0.0405,-0.045,0.0585,-0.036,0.0585
1.15, -0.017,-0.25185,0.31465,0.2544,0.2352,0.2508,,-0.0135,0,0,0,0,0
1.2, 0.272,1.4016,1.5225,1.2402,0.9604,0.8569,,0.0045,-0.1215,0.153,-0.153,0.1395,-0.1485
1.25, 0.8075,1.04025,0.9135,1.0918,1.0094,0.8569,,0.1575,-0.1575,0.153,-0.1575,0.153,-0.1575
1.3, 0.8075,1.12785,0.9135,1.0918,0.2254,0.26125,,0.144,-0.1485,0.1395,-0.09,0.0315,-0.0045
1.35, 0.34,-0.7008,-0.7105,-0.1908,-0.1764,-0.24035,,0,0.0315,-0.0585,0.0495,-0.045,0.0495
1.4, -0.1955,-0.25185,-0.1827,-0.106,-0.098,-0.24035,,-0.045,0.045,-0.045,0.0495,-0.054,0.0495
1.45, -0.1955,-0.1971,-0.23345,-0.2438,-0.2254,-0.24035,,-0.0585,0.036,-0.054,0.0495,-0.045,0.054
1.5, 0.2125,1.41255,1.43115,1.219,1.0878,0.7106,,0.009,-0.072,0.1575,-0.1575,0.144,-0.1395
1.55, 0.8075,0.95265,0.96425,1.007,0.931,0.7733,,0.1485,-0.135,0.1575,-0.1575,0.1575,-0.1575
1.6, 0.9265,1.04025,0.9135,1.0918,1.0094,0.90915,,0.162,-0.1485,0.1395,-0.1665,0.144,-0.144
1.65, 0.629,-0.71175,-0.90335,-0.5194,-0.0392,-0.1045,,0.072,0.0045,-0.063,0.0495,-0.0405,0.054
1.7, -0.3145,-0.1971,-0.2639,-0.2438,-0.0196,-0.15675,,-0.045,0.036,-0.0495,0.036,-0.0495,0.054
1.75, -0.2465,-0.1971,-0.23345,-0.106,-0.098,-0.24035,,-0.045,0.0495,-0.054,0.0495,-0.045,0.045
1.8, -0.1955,1.56585,1.55295,1.1342,0.9604,0.8569,,-0.0045,-0.081,0.1665,-0.1665,0.144,-0.135
1.85, 0.765,0.95265,0.96425,1.0918,1.0682,0.90915,,0.1485,-0.135,0.153,-0.1485,0.162,-0.135
1.9, 0.8755,1.10595,0.96425,1.0918,0.882,0.90915,,0.144,-0.162,0.153,-0.162,0.144,-0.1485
1.95, 0.7395,-0.55845,-0.84245,-0.371,-0.1764,-0.24035,,0.0765,0.0135,-0.054,0.0585,-0.0405,0.0135
2, 0.493,-0.438,-0.47705,-0.3286,-0.0392,-0.24035,,0,0.036,-0.036,0.0495,-0.036,0.045
2.05, -0.1955,-0.25185,-0.23345,-0.106,-0.098,-0.1045,,-0.0495,0.0495,-0.0585,0.036,-0.0405,0.054
2.1, -0.1275,1.50015,1.41085,1.2826,0.8036,0.0836,,0,-0.0855,0.1575,-0.171,0.0405,-0.009
2.15, 0.4505,1.6644,1.34995,1.1766,0.9604,0.7733,,0.027,-0.144,0.153,-0.171,0.1485,-0.1395
2.2, 0.8075,1.04025,0.96425,1.1554,1.0094,0.90915,,0.1485,-0.1485,0.1395,-0.1575,0.162,-0.144
2.25, 0.697,0.60225,0.406,0.5936,0.5488,0.3344,,0.072,-0.0495,0,-0.009,0.009,0
2.3, 0.272,-0.6132,-0.6496,-0.2438,-0.3038,-0.24035,,0,0.036,-0.063,0.0495,-0.045,0.0495
2.35, -0.1955,-0.25185,-0.23345,-0.159,-0.098,-0.24035,,-0.0495,0.0405,-0.0585,0.0495,-0.045,0.054
2.4, -0.085,-0.25185,-0.31465,-0.2438,0.5586,0.40755,,-0.0495,0.0405,-0.0585,0.009,0,0
2.45, 0.204,1.4016,1.3804,1.1766,1.0094,0.82555,,0,-0.126,0.144,-0.1755,0.144,-0.1575
2.5, 0.8075,0.95265,0.96425,1.0918,1.0094,0.90915,,0.1575,-0.1485,0.144,-0.1575,0.1665,-0.144
2.55, 0.8075,1.04025,0.96425,1.0918,1.1466,0.90915,,0.1485,-0.1395,0.144,-0.171,0.1575,-0.144
2.6, 0.0425,-0.62415,-0.7511,-0.3922,-0.3038,-0.1881,,0.009,0.009,-0.063,0.0405,-0.045,0.054
2.65, -0.1955,-0.25185,-0.23345,-0.106,-0.098,-0.1881,,-0.0495,0.0405,-0.0495,0.0495,-0.036,0.045
2.7, -0.1955,-0.1971,-0.23345,-0.106,-0.2254,-0.24035,,-0.045,0.0495,-0.0495,0.0495,-0.0405,0.045
2.75, -0.1275,1.56585,1.55295,1.219,0.9604,0.7733,,-0.0045,-0.0855,0.144,-0.1665,0.1485,-0.135
2.8, 0.697,1.04025,1.10635,1.0918,0.931,0.7733,,0.1395,-0.144,0.1395,-0.171,0.162,-0.1485
2.85, 0.765,1.04025,0.9135,1.0918,1.0094,0.90915,,0.1575,-0.144,0.1395,-0.1755,0.1485,-0.144
2.9, 0.7395,-0.86505,-0.90335,-0.4346,-0.1764,-0.24035,,0.09,0.0045,-0.054,0.0495,-0.036,0.054
2.95, -0.2465,-0.33945,-0.31465,-0.2438,-0.147,-0.24035,,-0.045,0.036,-0.0405,0.045,-0.036,0.045
3, -0.1955,-0.1971,-0.23345,-0.106,-0.098,-0.24035,,-0.0495,0.0405,-0.045,0.045,-0.0495,0.045
3.05, -0.1785,1.41255,1.63415,1.219,0.9016,0.8569,,0.0045,-0.09,0.1575,-0.162,0.1485,-0.1485
3.1, 0.2635,1.01835,1.28905,1.0918,0.9604,0.8569,,0.081,-0.1395,0.171,-0.162,0.144,-0.1485
3.15, 0.8075,1.04025,0.96425,1.007,1.0094,0.97185,,0.1575,-0.153,0.153,-0.171,0.1575,-0.162
3.2, 0.8075,-0.77745,-0.84245,-0.3074,-0.1764,0.57475,,0.081,0.009,-0.063,0.045,0,0
3.25, 0.3485,-0.876,-0.53795,-0.1908,-0.1764,-0.38665,,0,0.045,-0.045,0.0585,-0.045,0.0585
3.3, -0.1955,-0.25185,-0.1827,-0.1908,-0.098,-0.38665,,-0.0495,0.0405,-0.0495,0.0495,-0.0495,0.054
3.35, -0.1785,0.29565,0.3248,0.424,0.3136,0.418,,0,-0.0045,0,-0.0045,0,-0.0045
3.4, 0.408,1.4016,1.4616,1.0918,1.0878,0.90915,,0.0135,-0.126,0.153,-0.171,0.144,-0.144
3.45, 0.8075,1.04025,0.96425,0.954,1.0094,0.8569,,0.153,-0.162,0.1395,-0.153,0.171,-0.1485
3.5, 0.8075,0.9855,0.88305,0.7526,0.294,0.5016,,0.144,-0.1575,0.144,-0.0495,0.0315,-0.0045
3.55, 0.34,-0.5256,-0.7714,-0.3922,-0.1764,-0.1045,,0,0.0315,-0.054,0.0405,-0.045,0.0495
3.6, -0.1955,-0.1095,-0.23345,-0.106,-0.2254,-0.15675,,-0.045,0.0405,-0.054,0.054,-0.0495,0.054
3.65, -0.1955,-0.25185,-0.31465,-0.106,-0.2254,-0.1881,,-0.054,0.0315,-0.045,0.0495,-0.0495,0.054
3.7, 0.5015,1.34685,1.59355,1.1554,1.0878,0.90915,,0,-0.0855,0.162,-0.1395,0.153,-0.153
3.75, 0.8075,1.04025,0.96425,1.007,0.931,0.7733,,0.1575,-0.1485,0.153,-0.1485,0.1665,-0.1485
3.8, 0.697,0.8979,1.10635,1.007,0.9604,0.7733,,0.144,-0.153,0.153,-0.1485,0.1485,-0.1305
3.85, 0.7395,-0.86505,-0.70035,-0.3074,-0.1764,-0.1881,,0.081,0.0045,-0.054,0.0495,-0.036,0.0405
3.9, -0.1955,-0.25185,-0.1827,-0.1908,-0.0196,-0.1045,,-0.045,0.036,-0.045,0.0495,-0.036,0.0495
3.95, -0.1955,-0.33945,-0.31465,-0.2438,-0.098,-0.24035,,-0.0585,0.0405,-0.0495,0.0495,-0.0405,0.054
4, -0.1275,1.56585,1.55295,1.219,1.0094,0.7733,,-0.0045,-0.09,0.1575,-0.171,0.144,-0.1305
4.05, 0.697,1.10595,0.96425,1.007,0.882,0.7733,,0.144,-0.1485,0.144,-0.1575,0.162,-0.153
4.1, 0.8755,1.19355,0.96425,1.0918,1.0094,0.8569,,0.1395,-0.144,0.144,-0.1485,0.162,-0.144
4.15, 0.7395,-0.71175,-0.84245,-0.3074,-0.1764,-0.24035,,0.072,0.009,-0.054,0.0495,-0.036,0.0495
4.2, 0.4165,-0.438,-0.47705,-0.3922,-0.1764,-0.24035,,0,0.036,-0.0405,0.045,-0.0405,0.0405
4.25, -0.3145,-0.25185,-0.23345,-0.106,-0.098,-0.1045,,-0.045,0.0495,-0.0585,0.0495,-0.0405,0.0585
4.3, -0.1275,1.47825,1.55295,1.219,0.9604,-0.03135,,0,-0.0855,0.171,-0.1665,0.108,-0.0135
4.35, 0.3485,1.752,1.4819,1.0388,0.9604,0.8569,,0.027,-0.153,0.162,-0.162,0.153,-0.1575
4.4, 0.8075,1.04025,0.96425,1.0918,1.0682,0.7733,,0.1485,-0.162,0.153,-0.162,0.1575,-0.1485
4.45, 0.7395,0.12045,-0.0812,0.371,0.2352,0.2508,,0.0855,-0.0225,0,-0.0045,0,0
4.5, 0.136,-0.5256,-0.61915,-0.1908,-0.1764,-0.24035,,0,0.027,-0.0495,0.045,-0.045,0.054
4.55, -0.1955,-0.1095,-0.23345,-0.106,-0.2254,-0.24035,,-0.045,0.0405,-0.054,0.0495,-0.036,0.054
