COLUMNS:
Time, 
Rjoint_cyl1:r:z:rad, 
Ujoint_z1:r:z:rad, 
Ujoint_y1:r:y:rad, 
Sjoint_z1:r:z:rad, 
Sjoint_y1:r:y:rad, 
Sjoint_x1:r:x:rad, 
Rjoint_cyl2:r:z:rad, 
Ujoint_z2:r:z:rad, 
Ujoint_y2:r:y:rad, 
Rjoint_cyl3:r:z:rad, 
Ujoint_z3:r:z:rad, 
Ujoint_y3:r:y:rad, 
Rjoint_cyl4:r:z:rad, 
Ujoint_z4:r:z:rad, 
Ujoint_y4:r:y:rad, 
Rjoint_cyl5:r:z:rad, 
Ujoint_z5:r:z:rad, 
Ujoint_y5:r:y:rad, 
Rjoint_cyl6:r:z:rad, 
Ujoint_z6:r:z:rad, 
Ujoint_y6:r:y:rad, 
DATA:
4.6, 1.28158, -1.67209, -0.130934, 1.83899, -0.95932, 0.0757174, 1.37383, -1.77676, 0.131214, 1.43398, -1.84152, -0.133129, 1.37991, -1.78097, 0.129565, 1.23354, -1.61255, -0.130457, 1.19645, -1.56784, 0.132402
4.65, 1.27588, -1.66536, -0.130992, 1.84602, -0.960047, 0.0706678, 1.36833, -1.77077, 0.131149, 1.43559, -1.84294, -0.132995, 1.38503, -1.78665, 0.129739, 1.23805, -1.61787, -0.130237, 1.19648, -1.56816, 0.132589
4.7, 1.27029, -1.65873, -0.131053, 1.85291, -0.960748, 0.0659624, 1.36273, -1.76461, 0.131084, 1.43689, -1.84404, -0.132844, 1.38998, -1.79213, 0.129929, 1.24274, -1.62343, -0.130028, 1.1968, -1.56885, 0.132763
4.75, 1.26483, -1.6522, -0.131117, 1.85962, -0.961422, 0.061613, 1.35701, -1.75831, 0.131022, 1.43789, -1.84481, -0.132677, 1.39474, -1.79739, 0.130132, 1.24761, -1.62919, -0.129831, 1.19743, -1.56991, 0.132922
4.8, 1.2595, -1.64581, -0.131182, 1.86616, -0.96207, 0.0576308, 1.35122, -1.75187, 0.130962, 1.43858, -1.84525, -0.132497, 1.39929, -1.80244, 0.130347, 1.25265, -1.63514, -0.129649, 1.19835, -1.57133, 0.133065
4.85, 1.25432, -1.63956, -0.131248, 1.87251, -0.962691, 0.0540258, 1.34534, -1.74531, 0.130906, 1.43895, -1.84536, -0.132304, 1.40363, -1.80724, 0.130571, 1.25784, -1.64127, -0.129483, 1.19957, -1.57312, 0.13319
4.9, 1.24931, -1.63348, -0.131314, 1.87864, -0.963284, 0.0508073, 1.33941, -1.73865, 0.130853, 1.439, -1.84513, -0.132101, 1.40774, -1.8118, 0.130802, 1.26316, -1.64756, -0.129335, 1.20109, -1.57525, 0.133296
4.95, 1.24447, -1.62758, -0.131381, 1.88456, -0.96385, 0.0479834, 1.33344, -1.7319, 0.130805, 1.43873, -1.84458, -0.13189, 1.41162, -1.81611, 0.131038, 1.26861, -1.65399, -0.129207, 1.20291, -1.57774, 0.133382
5, 1.23981, -1.62188, -0.131446, 1.89024, -0.964389, 0.0455613, 1.32744, -1.72508, 0.130761, 1.43814, -1.8437, -0.131672, 1.41525, -1.82015, 0.131277, 1.27417, -1.66055, -0.129099, 1.20501, -1.58057, 0.133447
5.05, 1.23535, -1.61639, -0.131509, 1.89567, -0.964901, 0.0435472, 1.32143, -1.7182, 0.130723, 1.43722, -1.8425, -0.131451, 1.41863, -1.82391, 0.131516, 1.27984, -1.66721, -0.129013, 1.2074, -1.58373, 0.13349
5.1, 1.2311, -1.61112, -0.131571, 1.90085, -0.965387, 0.0419462, 1.31541, -1.71129, 0.13069, 1.43598, -1.84097, -0.131229, 1.42175, -1.82739, 0.131752, 1.28558, -1.67396, -0.12895, 1.21008, -1.58722, 0.133511
5.15, 1.22706, -1.60611, -0.131629, 1.90576, -0.965845, 0.0407624, 1.30942, -1.70435, 0.130663, 1.43443, -1.83912, -0.131007, 1.4246, -1.83058, 0.131984, 1.29139, -1.68079, -0.12891, 1.21303, -1.59102, 0.13351
5.2, 1.22324, -1.60135, -0.131684, 1.9104, -0.966277, 0.0399988, 1.30345, -1.69741, 0.130642, 1.43256, -1.83695, -0.130787, 1.42717, -1.83347, 0.132209, 1.29726, -1.68767, -0.128894, 1.21625, -1.59511, 0.133487
5.25, 1.21966, -1.59686, -0.131735, 1.91474, -0.966683, 0.0396574, 1.29753, -1.69049, 0.130628, 1.43038, -1.83448, -0.130573, 1.42946, -1.83606, 0.132424, 1.30318, -1.69459, -0.128902, 1.21973, -1.5995, 0.133441
5.3, 1.21632, -1.59265, -0.131782, 1.9188, -0.967063, 0.0397392, 1.29167, -1.68359, 0.13062, 1.42789, -1.8317, -0.130365, 1.43146, -1.83834, 0.132628, 1.30912, -1.70152, -0.128934, 1.22347, -1.60416, 0.133375
5.35, 1.21322, -1.58874, -0.131823, 1.92255, -0.967417, 0.040244, 1.28588, -1.67675, 0.130619, 1.4251, -1.82862, -0.130167, 1.43318, -1.8403, 0.132819, 1.31507, -1.70846, -0.128989, 1.22746, -1.60908, 0.133287
5.4, 1.21038, -1.58514, -0.13186, 1.92599, -0.967745, 0.0411707, 1.28017, -1.66997, 0.130625, 1.42202, -1.82526, -0.12998, 1.43459, -1.84195, 0.132994, 1.32102, -1.71538, -0.129067, 1.23168, -1.61425, 0.133179
5.45, 1.20781, -1.58185, -0.13189, 1.92911, -0.968048, 0.0425169, 1.27457, -1.66327, 0.130637, 1.41866, -1.82161, -0.129806, 1.43571, -1.84328, 0.133152, 1.32696, -1.72227, -0.129167, 1.23613, -1.61965, 0.133052
5.5, 1.2055, -1.5789, -0.131914, 1.93192, -0.968325, 0.0442795, 1.26907, -1.65668, 0.130656, 1.41502, -1.81768, -0.129647, 1.43653, -1.84428, 0.133292, 1.33286, -1.72911, -0.129288, 1.2408, -1.62527, 0.132908
5.55, 1.20346, -1.57627, -0.131932, 1.9344, -0.968576, 0.0464541, 1.2637, -1.6502, 0.13068, 1.41112, -1.81349, -0.129504, 1.43705, -1.84495, 0.133412, 1.33873, -1.73588, -0.129429, 1.24567, -1.63109, 0.132747
5.6, 1.20169, -1.574, -0.131944, 1.93654, -0.968802, 0.0490354, 1.25847, -1.64386, 0.130711, 1.40696, -1.80905, -0.129379, 1.43727, -1.8453, 0.13351, 1.34454, -1.74257, -0.129589, 1.25073, -1.63709, 0.132572
5.65, 1.20021, -1.57207, -0.131949, 1.93835, -0.969002, 0.0520172, 1.25338, -1.63767, 0.130748, 1.40256, -1.80435, -0.129273, 1.43719, -1.84532, 0.133586, 1.35027, -1.74916, -0.129766, 1.25598, -1.64326, 0.132384
5.7, 1.19901, -1.5705, -0.131947, 1.93982, -0.969176, 0.0553922, 1.24846, -1.63166, 0.13079, 1.39793, -1.79942, -0.129187, 1.43681, -1.84502, 0.133639, 1.35593, -1.75564, -0.129957, 1.26139, -1.64958, 0.132184
5.75, 1.19809, -1.56929, -0.131939, 1.94096, -0.969324, 0.0591521, 1.2437, -1.62582, 0.130837, 1.39309, -1.79427, -0.129122, 1.43613, -1.84438, 0.133668, 1.36149, -1.76199, -0.130162, 1.26695, -1.65603, 0.131976
5.8, 1.19746, -1.56844, -0.131924, 1.94174, -0.969445, 0.0632876, 1.23913, -1.62019, 0.130888, 1.38804, -1.7889, -0.129079, 1.43516, -1.84343, 0.133674, 1.36694, -1.76819, -0.130379, 1.27265, -1.6626, 0.131761
5.85, 1.19712, -1.56796, -0.131902, 1.94219, -0.969539, 0.0677889, 1.23474, -1.61478, 0.130943, 1.3828, -1.78333, -0.129057, 1.4339, -1.84214, 0.133655, 1.37226, -1.77424, -0.130604, 1.27848, -1.66927, 0.131541
5.9, 1.19707, -1.56785, -0.131875, 1.94229, -0.969606, 0.0726447, 1.23056, -1.6096, 0.131002, 1.37739, -1.77758, -0.129058, 1.43235, -1.84054, 0.133613, 1.37745, -1.78011, -0.130836, 1.28442, -1.67602, 0.131319
5.95, 1.1973, -1.56811, -0.131842, 1.94204, -0.969644, 0.0778432, 1.22659, -1.60467, 0.131063, 1.37182, -1.77164, -0.129081, 1.43052, -1.83862, 0.133548, 1.3825, -1.7858, -0.131073, 1.29045, -1.68284, 0.131096
6, 1.19782, -1.56873, -0.131803, 1.94145, -0.969654, 0.0833718, 1.22283, -1.59999, 0.131127, 1.36611, -1.76555, -0.129126, 1.42841, -1.83639, 0.13346, 1.38739, -1.7913, -0.131311, 1.29656, -1.6897, 0.130875
6.05, 1.19863, -1.56972, -0.131758, 1.94052, -0.969635, 0.0892169, 1.21931, -1.59559, 0.131192, 1.36027, -1.7593, -0.129193, 1.42603, -1.83385, 0.13335, 1.3921, -1.79658, -0.13155, 1.30273, -1.69659, 0.130659
6.1, 1.19972, -1.57107, -0.131709, 1.93924, -0.969586, 0.0953641, 1.21602, -1.59148, 0.131259, 1.35432, -1.75292, -0.12928, 1.42338, -1.83101, 0.13322, 1.39664, -1.80164, -0.131785, 1.30895, -1.7035, 0.130448
6.15, 1.20109, -1.57278, -0.131656, 1.93762, -0.969506, 0.101798, 1.21297, -1.58766, 0.131325, 1.34828, -1.74643, -0.129388, 1.42047, -1.82787, 0.13307, 1.40098, -1.80647, -0.132016, 1.31519, -1.7104, 0.130246
6.2, 1.20274, -1.57484, -0.131599, 1.93567, -0.969395, 0.108504, 1.21017, -1.58416, 0.131391, 1.34216, -1.73982, -0.129514, 1.41732, -1.82445, 0.132903, 1.40512, -1.81106, -0.13224, 1.32145, -1.71728, 0.130054
6.25, 1.20467, -1.57725, -0.131539, 1.93338, -0.969252, 0.115464, 1.20763, -1.58097, 0.131456, 1.33598, -1.73313, -0.129658, 1.41392, -1.82074, 0.132719, 1.40905, -1.81539, -0.132454, 1.32771, -1.72413, 0.129875
6.3, 1.20686, -1.58, -0.131477, 1.93077, -0.969075, 0.122662, 1.20535, -1.57811, 0.131519, 1.32975, -1.72636, -0.129819, 1.41029, -1.81675, 0.132521, 1.41276, -1.81946, -0.132656, 1.33394, -1.73092, 0.129709
6.35, 1.20931, -1.58308, -0.131412, 1.92783, -0.968865, 0.13008, 1.20334, -1.57559, 0.13158, 1.3235, -1.71953, -0.129994, 1.40643, -1.81251, 0.132311, 1.41623, -1.82326, -0.132844, 1.34014, -1.73764, 0.129559
6.4, 1.21203, -1.58648, -0.131347, 1.92457, -0.96862, 0.137699, 1.2016, -1.57342, 0.131638, 1.31724, -1.71266, -0.130182, 1.40236, -1.808, 0.13209, 1.41947, -1.82678, -0.133017, 1.34628, -1.74427, 0.129427
6.45, 1.21499, -1.5902, -0.13128, 1.921, -0.968339, 0.145501, 1.20014, -1.57159, 0.131693, 1.31099, -1.70576, -0.130381, 1.39808, -1.80325, 0.131862, 1.42246, -1.83002, -0.133173, 1.35235, -1.75081, 0.129313
6.5, 1.2182, -1.59421, -0.131214, 1.91712, -0.968023, 0.153466, 1.19896, -1.57012, 0.131743, 1.30476, -1.69885, -0.130589, 1.39361, -1.79826, 0.131627, 1.42519, -1.83295, -0.13331, 1.35833, -1.75723, 0.129219
6.55, 1.22165, -1.59852, -0.131148, 1.91295, -0.96767, 0.161574, 1.19806, -1.56901, 0.131789, 1.29857, -1.69196, -0.130804, 1.38895, -1.79305, 0.131389, 1.42766, -1.83559, -0.133426, 1.36421, -1.76352, 0.129145
6.6, 1.22533, -1.60311, -0.131084, 1.90849, -0.967279, 0.169806, 1.19744, -1.56827, 0.131829, 1.29244, -1.68508, -0.131024, 1.38412, -1.78763, 0.131151, 1.42986, -1.83793, -0.133522, 1.36997, -1.76967, 0.129093
6.65, 1.22923, -1.60796, -0.131022, 1.90374, -0.966851, 0.178139, 1.19711, -1.56789, 0.131865, 1.28638, -1.67825, -0.131246, 1.37912, -1.782, 0.130913, 1.43178, -1.83995, -0.133594, 1.37558, -1.77565, 0.129063
6.7, 1.23335, -1.61306, -0.130962, 1.89873, -0.966385, 0.186555, 1.19707, -1.56789, 0.131894, 1.28041, -1.67147, -0.131469, 1.37398, -1.77618, 0.130679, 1.43342, -1.84165, -0.133644, 1.38105, -1.78147, 0.129055
6.75, 1.23767, -1.6184, -0.130906, 1.89345, -0.965881, 0.19503, 1.19732, -1.56825, 0.131917, 1.27455, -1.66478, -0.13169, 1.36869, -1.77019, 0.130451, 1.43478, -1.84304, -0.13367, 1.38634, -1.7871, 0.129069
6.8, 1.24218, -1.62396, -0.130853, 1.88793, -0.965338, 0.203544, 1.19786, -1.56897, 0.131934, 1.2688, -1.65817, -0.131907, 1.36328, -1.76403, 0.130232, 1.43585, -1.84411, -0.133672, 1.39145, -1.79254, 0.129105
6.85, 1.24688, -1.62973, -0.130805, 1.88216, -0.964757, 0.212076, 1.19868, -1.57006, 0.131945, 1.26319, -1.65168, -0.132117, 1.35776, -1.75773, 0.130023, 1.43662, -1.84485, -0.133651, 1.39637, -1.79776, 0.129163
6.9, 1.25175, -1.63568, -0.130761, 1.87617, -0.964137, 0.220603, 1.19979, -1.57152, 0.131949, 1.25773, -1.64531, -0.13232, 1.35214, -1.75129, 0.129827, 1.4371, -1.84526, -0.133606, 1.40107, -1.80276, 0.129243
6.95, 1.25679, -1.64182, -0.130723, 1.86997, -0.96348, 0.229104, 1.20118, -1.57333, 0.131946, 1.25243, -1.63909, -0.132512, 1.34642, -1.74474, 0.129645, 1.43728, -1.84535, -0.133537, 1.40554, -1.80754, 0.129342
7, 1.26197, -1.64811, -0.13069, 1.86356, -0.962785, 0.237557, 1.20285, -1.57549, 0.131937, 1.24731, -1.63303, -0.132691, 1.34064, -1.73808, 0.12948, 1.43716, -1.84511, -0.133446, 1.40978, -1.81206, 0.129461
7.05, 1.2673, -1.65454, -0.130663, 1.85698, -0.962054, 0.24594, 1.2048, -1.578, 0.131921, 1.24237, -1.62715, -0.132857, 1.33479, -1.73133, 0.129332, 1.43674, -1.84454, -0.133333, 1.41377, -1.81634, 0.129598
7.1, 1.27276, -1.6611, -0.130642, 1.85022, -0.961287, 0.254232, 1.20702, -1.58085, 0.131899, 1.23764, -1.62147, -0.133007, 1.32889, -1.72451, 0.129204, 1.43601, -1.84364, -0.1332, 1.4175, -1.82035, 0.129752
7.15, 1.27833, -1.66776, -0.130628, 1.8433, -0.960486, 0.262412, 1.20951, -1.58403, 0.13187, 1.23312, -1.61599, -0.13314, 1.32297, -1.71764, 0.129097, 1.43499, -1.84242, -0.133048, 1.42095, -1.82409, 0.129922
7.2, 1.284, -1.67452, -0.13062, 1.83625, -0.959651, 0.270459, 1.21227, -1.58753, 0.131836, 1.22882, -1.61075, -0.133254, 1.31702, -1.71073, 0.129012, 1.43367, -1.84088, -0.132878, 1.42412, -1.82755, 0.130105
7.25, 1.28977, -1.68135, -0.130619, 1.82907, -0.958785, 0.278351, 1.21528, -1.59134, 0.131796, 1.22475, -1.60574, -0.133348, 1.31106, -1.70379, 0.128949, 1.43206, -1.83902, -0.132692, 1.42701, -1.83073, 0.130299
7.3, 1.29561, -1.68823, -0.130625, 1.82179, -0.957889, 0.286068, 1.21854, -1.59545, 0.131751, 1.22093, -1.60099, -0.133422, 1.30512, -1.69686, 0.12891, 1.43015, -1.83684, -0.132492, 1.4296, -1.8336, 0.130504
7.35, 1.30151, -1.69514, -0.130637, 1.81442, -0.956965, 0.293591, 1.22204, -1.59984, 0.131702, 1.21736, -1.59652, -0.133474, 1.2992, -1.68993, 0.128894, 1.42795, -1.83435, -0.13228, 1.43188, -1.83618, 0.130716
7.4, 1.30746, -1.70208, -0.130656, 1.80698, -0.956016, 0.3009, 1.22578, -1.60452, 0.131648, 1.21405, -1.59232, -0.133505, 1.29331, -1.68304, 0.128903, 1.42547, -1.83156, -0.132058, 1.43385, -1.83844, 0.130934
7.45, 1.31345, -1.70902, -0.13068, 1.79948, -0.955044, 0.307977, 1.22975, -1.60945, 0.13159, 1.21101, -1.58843, -0.133513, 1.28748, -1.67619, 0.128935, 1.42271, -1.82847, -0.131829, 1.43551, -1.8404, 0.131156
7.5, 1.31946, -1.71594, -0.130711, 1.79196, -0.954051, 0.314802, 1.23393, -1.61464, 0.13153, 1.20825, -1.58484, -0.133499, 1.28171, -1.66941, 0.12899, 1.41968, -1.82508, -0.131594, 1.43685, -1.84203, 0.131379
7.55, 1.32547, -1.72283, -0.130748, 1.78441, -0.953041, 0.321358, 1.23833, -1.62006, 0.131467, 1.20576, -1.58157, -0.133463, 1.27602, -1.66272, 0.129069, 1.41639, -1.82141, -0.131355, 1.43787, -1.84334, 0.1316
7.6, 1.33148, -1.72968, -0.13079, 1.77687, -0.952016, 0.327629, 1.24292, -1.62569, 0.131402, 1.20356, -1.57863, -0.133405, 1.27042, -1.65613, 0.129169, 1.41284, -1.81746, -0.131116, 1.43857, -1.84433, 0.131819
7.65, 1.33746, -1.73645, -0.130837, 1.76935, -0.95098, 0.333598, 1.2477, -1.63153, 0.131336, 1.20165, -1.57603, -0.133326, 1.26493, -1.64965, 0.129291, 1.40904, -1.81324, -0.130879, 1.43895, -1.84499, 0.132032
7.7, 1.34341, -1.74314, -0.130888, 1.76188, -0.949936, 0.33925, 1.25266, -1.63755, 0.13127, 1.20004, -1.57378, -0.133227, 1.25956, -1.64331, 0.129433, 1.405, -1.80876, -0.130646, 1.439, -1.84532, 0.132238
7.75, 1.3493, -1.74974, -0.130943, 1.75446, -0.948888, 0.344571, 1.25779, -1.64375, 0.131203, 1.19872, -1.57188, -0.133108, 1.25433, -1.63713, 0.129593, 1.40074, -1.80404, -0.130419, 1.43873, -1.84532, 0.132435
7.8, 1.35512, -1.75622, -0.131002, 1.74713, -0.947839, 0.349548, 1.26307, -1.65009, 0.131138, 1.1977, -1.57033, -0.132971, 1.24924, -1.63112, 0.12977, 1.39625, -1.79907, -0.130201, 1.43815, -1.84499, 0.13262
7.85, 1.36087, -1.76257, -0.131064, 1.7399, -0.946793, 0.354166, 1.26849, -1.65658, 0.131074, 1.19697, -1.56916, -0.132817, 1.24432, -1.62529, 0.129962, 1.39156, -1.79387, -0.129994, 1.43725, -1.84433, 0.132791
7.9, 1.36651, -1.76877, -0.131127, 1.73279, -0.945755, 0.358416, 1.27404, -1.66318, 0.131012, 1.19655, -1.56835, -0.132648, 1.23956, -1.61967, 0.130167, 1.38667, -1.78846, -0.129799, 1.43605, -1.84334, 0.132948
7.95, 1.37204, -1.77482, -0.131193, 1.72581, -0.944727, 0.362287, 1.2797, -1.66988, 0.130953, 1.19643, -1.56791, -0.132465, 1.235, -1.61427, 0.130384, 1.38161, -1.78285, -0.12962, 1.43454, -1.84202, 0.133087
8, 1.37745, -1.78069, -0.131259, 1.719, -0.943715, 0.365769, 1.28547, -1.67666, 0.130897, 1.1966, -1.56784, -0.13227, 1.23062, -1.6091, 0.130609, 1.37637, -1.77704, -0.129457, 1.43273, -1.84038, 0.133209
8.05, 1.38271, -1.78637, -0.131326, 1.71236, -0.942722, 0.368853, 1.29133, -1.68351, 0.130845, 1.19707, -1.56814, -0.132066, 1.22646, -1.60418, 0.130842, 1.37098, -1.77106, -0.129312, 1.43063, -1.83842, 0.133312
8.1, 1.38781, -1.79186, -0.131392, 1.70592, -0.941753, 0.371533, 1.29726, -1.69041, 0.130797, 1.19783, -1.56881, -0.131853, 1.22252, -1.59952, 0.131078, 1.36544, -1.76491, -0.129187, 1.42825, -1.83614, 0.133394
8.15, 1.39275, -1.79713, -0.131457, 1.69969, -0.94081, 0.373801, 1.30325, -1.69734, 0.130754, 1.19888, -1.56985, -0.131635, 1.21881, -1.59514, 0.131317, 1.35978, -1.75862, -0.129083, 1.42559, -1.83356, 0.133455
8.2, 1.3975, -1.80218, -0.13152, 1.69369, -0.939899, 0.375654, 1.30929, -1.70428, 0.130717, 1.20021, -1.57126, -0.131414, 1.21533, -1.59105, 0.131556, 1.354, -1.75219, -0.129001, 1.42267, -1.83067, 0.133495
8.25, 1.40206, -1.80699, -0.131581, 1.68794, -0.939023, 0.377086, 1.31536, -1.71122, 0.130685, 1.20183, -1.57303, -0.131191, 1.21211, -1.58726, 0.131792, 1.34813, -1.74563, -0.128942, 1.4195, -1.82748, 0.133513
8.3, 1.4064, -1.81156, -0.131639, 1.68245, -0.938185, 0.378096, 1.32144, -1.71813, 0.130659, 1.20371, -1.57515, -0.130969, 1.20915, -1.58378, 0.132022, 1.34218, -1.73898, -0.128906, 1.41608, -1.824, 0.133508
8.35, 1.41052, -1.81587, -0.131693, 1.67724, -0.93739, 0.37868, 1.32753, -1.72501, 0.13064, 1.20587, -1.57761, -0.130751, 1.20645, -1.58063, 0.132246, 1.33615, -1.73224, -0.128894, 1.41242, -1.82023, 0.133481
8.4, 1.41441, -1.81992, -0.131744, 1.67233, -0.936642, 0.378839, 1.3336, -1.73182, 0.130626, 1.20829, -1.58042, -0.130537, 1.20402, -1.57781, 0.132459, 1.33008, -1.72543, -0.128906, 1.40855, -1.8162, 0.133432
8.45, 1.41805, -1.82369, -0.131789, 1.66773, -0.935942, 0.378572, 1.33963, -1.73857, 0.13062, 1.21096, -1.58356, -0.130331, 1.20188, -1.57532, 0.132661, 1.32397, -1.71856, -0.128941, 1.40446, -1.81189, 0.133361
8.5, 1.42144, -1.82718, -0.13183, 1.66346, -0.935295, 0.377882, 1.34563, -1.74523, 0.13062, 1.21387, -1.58702, -0.130135, 1.20002, -1.57319, 0.13285, 1.31784, -1.71165, -0.129, 1.40017, -1.80733, 0.13327
8.55, 1.42456, -1.83038, -0.131865, 1.65952, -0.934703, 0.37677, 1.35156, -1.75178, 0.130626, 1.21703, -1.5908, -0.12995, 1.19846, -1.57141, 0.133022, 1.31171, -1.70473, -0.129082, 1.3957, -1.80253, 0.133159
8.6, 1.42741, -1.83328, -0.131895, 1.65592, -0.934169, 0.375241, 1.35741, -1.75821, 0.13064, 1.22041, -1.59487, -0.129778, 1.19719, -1.56998, 0.133177, 1.30558, -1.6978, -0.129186, 1.39105, -1.7975, 0.133029
8.65, 1.42997, -1.83589, -0.131918, 1.65269, -0.933695, 0.373299, 1.36317, -1.7645, 0.130659, 1.22401, -1.59923, -0.129622, 1.19622, -1.56892, 0.133314, 1.29949, -1.69088, -0.12931, 1.38624, -1.79224, 0.132882
8.7, 1.43224, -1.83818, -0.131935, 1.64983, -0.933282, 0.370949, 1.36882, -1.77065, 0.130685, 1.22782, -1.60386, -0.129482, 1.19555, -1.56822, 0.13343, 1.29344, -1.68399, -0.129455, 1.38128, -1.78677, 0.132719
8.75, 1.43421, -1.84016, -0.131945, 1.64734, -0.932934, 0.368198, 1.37435, -1.77663, 0.130717, 1.23184, -1.60875, -0.12936, 1.1952, -1.5679, 0.133524, 1.28745, -1.67715, -0.129617, 1.37618, -1.7811, 0.132541
8.8, 1.43587, -1.84182, -0.131949, 1.64524, -0.932651, 0.365053, 1.37974, -1.78244, 0.130755, 1.23604, -1.61389, -0.129257, 1.19514, -1.56794, 0.133596, 1.28153, -1.67038, -0.129797, 1.37096, -1.77525, 0.132351
8.85, 1.43723, -1.84317, -0.131946, 1.64353, -0.932435, 0.361523, 1.38498, -1.78805, 0.130797, 1.24043, -1.61927, -0.129175, 1.1954, -1.56835, 0.133645, 1.2757, -1.66369, -0.129991, 1.36563, -1.76923, 0.13215
8.9, 1.43827, -1.84419, -0.131937, 1.64222, -0.932285, 0.357618, 1.39005, -1.79346, 0.130845, 1.24499, -1.62486, -0.129113, 1.19596, -1.56912, 0.133671, 1.26997, -1.65709, -0.130198, 1.3602, -1.76305, 0.131941
8.95, 1.43899, -1.84488, -0.131921, 1.64131, -0.932203, 0.353347, 1.39494, -1.79866, 0.130897, 1.2497, -1.63065, -0.129073, 1.19683, -1.57026, 0.133672, 1.26437, -1.65062, -0.130416, 1.35468, -1.75673, 0.131725
9, 1.43939, -1.84525, -0.131898, 1.64081, -0.932188, 0.348721, 1.39964, -1.80363, 0.130953, 1.25457, -1.63663, -0.129056, 1.198, -1.57176, 0.13365, 1.2589, -1.64428, -0.130643, 1.34909, -1.75029, 0.131504
9.05, 1.43948, -1.8453, -0.13187, 1.64071, -0.932241, 0.343753, 1.40413, -1.80836, 0.131012, 1.25957, -1.64277, -0.12906, 1.19948, -1.57362, 0.133604, 1.25357, -1.63809, -0.130876, 1.34343, -1.74372, 0.131281
9.1, 1.43924, -1.84501, -0.131835, 1.64102, -0.93236, 0.338454, 1.40839, -1.81284, 0.131074, 1.2647, -1.64907, -0.129087, 1.20125, -1.57582, 0.133535, 1.24841, -1.63207, -0.131113, 1.33773, -1.73706, 0.131059
9.15, 1.43867, -1.8444, -0.131795, 1.64174, -0.932545, 0.332838, 1.41243, -1.81707, 0.131138, 1.26995, -1.65551, -0.129136, 1.20332, -1.57837, 0.133443, 1.24342, -1.62624, -0.131351, 1.33199, -1.73032, 0.130839
9.2, 1.43779, -1.84347, -0.13175, 1.64286, -0.932795, 0.32692, 1.41622, -1.82103, 0.131203, 1.2753, -1.66206, -0.129206, 1.20567, -1.58126, 0.13333, 1.23862, -1.6206, -0.13159, 1.32623, -1.72352, 0.130623
9.25, 1.4366, -1.84221, -0.131701, 1.64438, -0.933107, 0.320713, 1.41976, -1.82471, 0.13127, 1.28075, -1.66871, -0.129297, 1.20831, -1.58447, 0.133196, 1.23402, -1.61518, -0.131825, 1.32046, -1.71666, 0.130413
9.3, 1.43508, -1.84063, -0.131647, 1.6463, -0.933481, 0.314233, 1.42303, -1.82812, 0.131336, 1.28627, -1.67545, -0.129408, 1.21123, -1.588, 0.133043, 1.22962, -1.60999, -0.132054, 1.31468, -1.70977, 0.130213
9.35, 1.43326, -1.83874, -0.13159, 1.64862, -0.933913, 0.307496, 1.42602, -1.83123, 0.131402, 1.29187, -1.68226, -0.129537, 1.21441, -1.59184, 0.132873, 1.22545, -1.60504, -0.132276, 1.30892, -1.70286, 0.130023
9.4, 1.43114, -1.83653, -0.131529, 1.65132, -0.934402, 0.300518, 1.42873, -1.83404, 0.131467, 1.29753, -1.68912, -0.129684, 1.21786, -1.59597, 0.132687, 1.22152, -1.60035, -0.132489, 1.30318, -1.69595, 0.129846
9.45, 1.42871, -1.83402, -0.131466, 1.65439, -0.934945, 0.293317, 1.43116, -1.83655, 0.13153, 1.30323, -1.69601, -0.129847, 1.22155, -1.60039, 0.132487, 1.21782, -1.59594, -0.132689, 1.29748, -1.68906, 0.129683
9.5, 1.426, -1.8312, -0.131401, 1.65784, -0.93554, 0.28591, 1.43328, -1.83876, 0.13159, 1.30897, -1.70292, -0.130025, 1.22549, -1.60508, 0.132274, 1.21438, -1.59181, -0.132875, 1.29182, -1.6822, 0.129536
9.55, 1.423, -1.82809, -0.131336, 1.66164, -0.936182, 0.278315, 1.4351, -1.84065, 0.131648, 1.31473, -1.70983, -0.130215, 1.22966, -1.61003, 0.132052, 1.2112, -1.58797, -0.133045, 1.28622, -1.67539, 0.129407
9.6, 1.41973, -1.82468, -0.131269, 1.66579, -0.93687, 0.27055, 1.43661, -1.84222, 0.131701, 1.32051, -1.71672, -0.130415, 1.23406, -1.61523, 0.131823, 1.20829, -1.58444, -0.133197, 1.2807, -1.66865, 0.129296
9.65, 1.41619, -1.821, -0.131203, 1.67027, -0.937599, 0.262634, 1.4378, -1.84348, 0.131751, 1.32628, -1.72358, -0.130625, 1.23866, -1.62065, 0.131587, 1.20565, -1.58123, -0.133331, 1.27525, -1.662, 0.129205
9.7, 1.41239, -1.81703, -0.131137, 1.67507, -0.938366, 0.254586, 1.43868, -1.84441, 0.131796, 1.33204, -1.73038, -0.13084, 1.24346, -1.62629, 0.131349, 1.2033, -1.57835, -0.133444, 1.2699, -1.65545, 0.129135
9.75, 1.40836, -1.81281, -0.131073, 1.68018, -0.939169, 0.246426, 1.43924, -1.84502, 0.131836, 1.33778, -1.73712, -0.131061, 1.24845, -1.63213, 0.13111, 1.20124, -1.5758, -0.133535, 1.26466, -1.64901, 0.129087
